index,respondent_id,date_created,NPS,Comentario,Sucursal,Mes - Año,Clasificacion_NPS
8797,114651642533,2024-07-24,2,"Le puse un 2 por lo siguiente,   1 porque son insistente en que estés en un plan de 6 y 12 meses , pero el problema no es en el plan, ya que te acompañan los vendedores hasta ejecutar el pago y la verdad que sería bueno que te motiven semanas por medio a que vallas a fiter ya que a muchos les cuesta arrancar, sería muuuuy bueno que tengan motivadores a que apunten a que el cliente al menos 4 veces por mes valla al gimnasio, solo eso, yo pagué medio año y fui en 3 meses 2 o 3 veces y nunca recibí un llamado ni un mensaje, pero seguro aparecerán cuando termine mi plan, saludos ",Abasto,07-2024,Detractor
8801,114646140294,2024-07-17,2,Falta de mantenimiento de las maquinas y cintas,Almagro,07-2024,Detractor
8803,114552469982,2024-03-13,4,Por el estilo general de Fiter,Nuñez,03-2024,Promotor
8804,118440077953,2023-10-10,5,"BUEN SERVICIO, VARIEDAD DE ACTIVIDADES",Nuñez,10-2023,Promotor
8807,114559941595,2024-03-22,5,"Invitación a entrenar juntos simplemente, reconozco deben mejorar falta mantenimiento en su sector de cardio, musculación y deben añadir peso y herramientas de trabajo a fin de evitar improvisar algunos ejercicios.",Nuñez,03-2024,Promotor
8809,114433329361,2023-10-10,3,"Mas que nada , sigo renovando por 1 sola profesora de FUNCIONAL. Que es la que le pone todo!!!!  Otra veces que tuve clases con otros, NADA!!  Hasta me eh ido antes, sabiendo que estaba tal o cual profesor.",Barrio Norte,10-2023,Pasivo
8811,114647408062,2024-07-18,5,La cadena  Fiter tiene una presencia de gimnasios en varios barrios. Ofrecen buenas clases de una duración acorde a mas necesidades de las personas que trabahan. Tiene gean variedas de aparatoa y el precio es muy accesible.,Caballito,07-2024,Promotor
8813,114432301625,2023-10-09,5,La verdad que por él precio que hay en el mercado por lo que tiene que a muy recomendable ,Abasto,10-2023,Promotor
8815,118427255092,2023-09-25,3,Demasiada gente en la clase de la tarde ,Punta Carretas,09-2023,Pasivo
8816,114553080586,2024-03-14,3,Seria lindo tenee un seguimiento de un plan de entrenamiento,Microcentro,03-2024,Pasivo
8817,118443406131,2023-10-14,3,Mas atencion de los profesores hacia los clientes para corregir posturas e indicar el correcto uso de   maquinas,Palermo,10-2023,Pasivo
8820,114552414072,2024-03-13,4,Gimnasio completo y accesible,Nuñez,03-2024,Promotor
8821,118650324415,2024-07-17,4,Accesible económicamente y tiene todo,Nuñez,07-2024,Promotor
8824,118561829579,2024-03-18,3,"Probe pocas clases, necesito más tiempo. ",Buceo,03-2024,Pasivo
8825,114648830751,2024-07-21,3,"No hay agenda para las.clases y a veces contar con espacio suficiente para realizarla bien. No hay pelotas de pilates, ni bandas. Solo ladrillos y no alcanzan.",Buceo,07-2024,Pasivo
8826,114646087700,2024-07-17,3,"Demasiada gente, poca variedad de clases, los baños necesitan más limpieza en hora pico",Buceo,07-2024,Pasivo
8828,118563155724,2024-03-20,4,Cancelacion de clases a veces y otras no comienza en horario llegan tarde. Algunos aparatos no se arreglan rapido o los retiran. Igual veo que hacen mantenimiento tambien algunos hacen mal uso del equipo,Caballito,03-2024,Promotor
8829,114646588093,2024-07-17,4,En general las instalaciones estan bien. Los aparatos son reparados a tiempo. Los vestuarios los mantienen acorde. Las clases que tome buenos profesionales,Caballito,07-2024,Promotor
8836,114436791403,2023-10-14,4,"Lo recomendaría por su amplio espacio y también por que es bastante moderno y sofisticado, pero le bajo un punto por la cantidad de gente qué hay en todos los horarios, también es bueno qué hay varios profes que se les puede preguntar si hay dudas para hacer un ejercicio…. Lo que me gustaría es que ellos si ven que uno está haciendo un ejercicio mal que te lo corrijan.. ",Barrio Norte,10-2023,Promotor
8838,114557887076,2024-03-20,1,Porq los profesores estan en la suya con los cel. O con la gente que le paga . Y uno tiene que andar adivinando que es lo que tiene que hacer ,Microcentro,03-2024,Detractor
8840,114559835713,2024-03-22,4,Tiene muchas maquinas y hay bastante lugar para entrenar ,Microcentro,03-2024,Promotor
8842,114554733037,2024-03-16,1,Me estafaron,Microcentro,03-2024,Detractor
8843,118439015029,2023-10-09,4,Esta bueno el gim pero le faltan más maquinas de musculacion ,Congreso,10-2023,Promotor
8844,114552768819,2024-03-14,5,"Ambiente agradable, buenas clases, buenas máquinas ",Abasto,03-2024,Promotor
8845,114436398852,2023-10-13,5,Buena tarifa. Buen ambiente. Opciones variadas en clases y sucursales. Particularmente asisto a las clases de funcional en abasto ,Abasto,10-2023,Promotor
8846,114434291103,2023-10-11,5,Por el espacio y cantidad de máquinas. ,Adrogue,10-2023,Promotor
8848,114434359867,2023-10-11,3,Lindo lugar pero queda muy chico por la cantidad de gente q hay en todos los horarios,Flores,10-2023,Pasivo
8850,114436533447,2023-10-13,5,"El lugar es súper amplio, limpio,tienen buena disponibilidad de horarios de clases,q es súper útil para los q trabajamos muchas hs a la semana ,los elementos de trabajo también están en buen estado ,para mí está muy bueno el lugar.",Almagro,10-2023,Promotor
8851,114558338425,2024-03-20,5,"Siento que allí podes encontrar lo necesario para tener actividades diarias. A veces no da a basto el ventilador, o no funcionan algunas maquinas. ",Congreso,03-2024,Promotor
8852,118440749298,2023-10-11,5,"Todos muy amables, el lugar tiene todas las maquinas aptas. Como mejora diria que el baño de mujeres a la mañana temprano tiene bastante olor y no estan limpios los inodoros. Por otro lado sugiero que vuelvan a colocar el dispenser de agua en el baño tambien. ",Congreso,10-2023,Promotor
8853,118655623590,2024-07-25,5,porque me siento comoda y tengo lo que necesito para mi entrenamiento diario,Congreso,07-2024,Promotor
8856,118558766620,2024-03-14,5,La recepciomista de la sede de Caballito (martina) super amable y me ayudo mucho para pagar la membresia.   Las profes de combat de ambas sedes de caballito son muy buenas profesionales.,Caballito,03-2024,Promotor
8857,118561771728,2024-03-18,5,Porque es recomendable,Almagro,03-2024,Promotor
8858,114432304449,2023-10-09,3,"-A la sede que asisto, hace ya un tiempo está extremadamente llena de gente y laa máquinas de cintas, bici y elementos en muy mal estado.",Almagro,10-2023,Pasivo
8859,114646116444,2024-07-17,4,Lo recomiendo.,Almagro,07-2024,Promotor
8868,118438862918,2023-10-09,2,No hay clases en horarios alternativos. Solo muy temprano a la mañana o a la tarde muy tarde. ,Congreso,10-2023,Detractor
8871,114434302852,2023-10-11,2,Las clases son malas y a todas  las cintas les funcionan mal la pantalla,Flores,10-2023,Detractor
8873,114436481858,2023-10-13,4,Por la tarde el profe no asesora a los 1ue asisten. Nancy es la mejor y los profes de la mañana son muy atentos y profesionales ,Adrogue,10-2023,Promotor
8876,114559875011,2024-03-22,3,"Falta de mantenimiento y máquinas en mi sucursal de Almagro, estoy pensando en cambiarme.",Abasto,03-2024,Pasivo
8877,114432694158,2023-10-09,2,"El concepto es bueno, pero deberían ampliar horarios nocturnos a más sedes, también agregar otra sede los Domingos y sobre todo, agregar máquinas en la sede de Almagro, que es la que uso con frecuencia.",Abasto,10-2023,Detractor
8878,114646067504,2024-07-17,3,Faltan máquinas ,Almagro,07-2024,Pasivo
8884,118653471063,2024-07-22,4,X distancia ,Barrio Norte,07-2024,Promotor
8887,114552334638,2024-03-13,3,"El gimnasio tiene varios problemas de mantenimiento. Los aires acondicionados pierden agua, cuando llueve entra agua al gimnasio, los salones estan sucios a la mañana, por lo cual cuando tomo las clases de las 7.30 de la mañana, termino aspirando pelos y pelusas. Por último, yo voy a las 7 de la mañana y algunas veces el gimnasio abre más tarde u otras veces no hay profesores en el salón de musculación porque estan cubriendo la recepción.",Hollywood,03-2024,Pasivo
8888,114432351174,2023-10-09,5,"Si, definitivamente! Me encanta el clima del lugar, yo entreno a las 7 hs todos los días y lo siento muy agradable y familiar. Destaco a Meli en su profesionalismo. Si, me parece que deberían arreglar las goteras que hay, porque se convierte en un lugar peligroso cuando llueve... Por favor, darle prioridad a este tema. Gracias!",Hollywood,10-2023,Promotor
8889,114653763998,2024-07-27,5,Los profesores y los horarios de las clases,Hollywood,07-2024,Promotor
8897,114552296812,2024-03-13,4,Cambiar el tapizado de una de las dorsaleras y la máquina de espalda. Poner un ventilador para esa zona. Falta máquina para gemelos. A veces faltan barras olímpicas y discos de 20kg para la prensa o Multipower.  Mejorar el mantenimiento de la iluminación.,Congreso,03-2024,Promotor
8898,114432310116,2023-10-09,2,"Muchas cintas pocas maquinas de musculación , eso hace que siempre estén ocupadas",Adrogue,10-2023,Detractor
8899,118560387346,2024-03-16,5,"Excelentes instalaciones, equipamiento de musculacion completo y muy buena atención de los profes.",Caballito,03-2024,Promotor
8900,114432440713,2023-10-09,5,Excelentes instalaciones y muy buena atención del personal.,Caballito,10-2023,Promotor
8901,114647425009,2024-07-18,5,"Excelente atención del personal, muy buenas instalaciones. Respecto de las maquinas bastante completo, faltarían algunas para gemelos. La sede que más recurro es Caballito 1.",Caballito,07-2024,Promotor
8904,114554774764,2024-03-16,5,"Buenas instalaciones, buena grilla de horarios, buen ambiente,  buenos profesores ",Punta Carretas,03-2024,Promotor
8905,114647450043,2024-07-18,4,"Buena ubicación, lindo local, buen ambiente, buenos profesores, muchos horarios de clases. .",Punta Carretas,07-2024,Promotor
8910,118558274092,2024-03-13,5,"Buena atención, clases exelentes",Almagro,03-2024,Promotor
8912,114433478959,2023-10-10,5,Es un buen gimnasio ,Almagro,10-2023,Promotor
8913,114554691213,2024-03-16,5,Me gusta poder ir a más de una sede  porque me permite organizar el gimansio con otras actividades. Tienen maquinas y accesorios en buen estado. El lugar está limpio. Y las personas que trabajan en el gimnasio suelen estar atentas y son muy amables.,Cid Campeador,03-2024,Promotor
8914,114651668655,2024-07-24,4,Me parece que tienen opciones variadas para entrenar. Si es necesario hacer preguntas hay personas muy amables dispuestas a responder. Puse 4 y no 5 porque sería genial que abrieran los domingos. Al menos algunas sucursales!!,Cid Campeador,07-2024,Promotor
8919,114552472723,2024-03-13,5,"Accesible, cochera, espacio de entrenamiento exterior, buena cantidad de maquinas, cintas etc. Buenas instalaciones. Agradable",Nuñez,03-2024,Promotor
8920,118651376916,2024-07-19,5,"Buena ubicacion, buen espacio y cantidad de maquinas y elementos, fundamental espacio exterior y horarios en fin de semana y feriados",Nuñez,07-2024,Promotor
8923,114560215392,2024-03-22,2,Pasamos por el Gim nos atendieron explicaron de una Promo. Luego de unas hora pasé y lo hice para mi hija y para mi . Al día siguiente nos atendió la misma chica de mala manera porque ella perdió la comisión ,Barrio Norte,03-2024,Detractor
8924,118440035106,2023-10-10,1,Las clases son siempre las mismas y hay profes que dejan mucho que desean en Palermo hollywood   En musculación cero cuidado de los profes   No renovaría el abono,Palermo,10-2023,Detractor
8927,118558316294,2024-03-13,3,"Las clases de funcional son muy aburridas, la profe diciendo cada ejercicio fijándose en el celular, monótonas sin motivación  esa es mi opinión que he concurrido a varios tipos de entrenamientos en diferentes gyms. ",Flores,03-2024,Pasivo
8928,114552301285,2024-03-13,5,"Muy buena atención, buenas máquinas, instalaciones bien puestas. Buen ambiente que me permite entrenar con tranquilidad.",Hollywood,03-2024,Promotor
8930,114555821853,2024-03-18,1,No tuve ningún inconveniente,Nuñez,03-2024,Detractor
8932,114552406294,2024-03-13,5,"me siento comodo, salvo por el volumen de la musica.",Congreso,03-2024,Promotor
8933,118438896847,2023-10-09,4,me siento muy comodo y seguire yendo pero no le pongo l acalificacion mas alta por el tema de la musica y el volumen fuerte.,Congreso,10-2023,Promotor
8934,118657145861,2024-07-27,4,Bajen el volumen de la música ,Congreso,07-2024,Promotor
8935,114552294637,2024-03-13,4,Hubo problemas con el aire acondicionado. Faltan clases los días sábados (ritmos o baile),Caballito 2,03-2024,Promotor
8936,114647390481,2024-07-18,4,"buena variedad de clases y aparatos, vestuarios limpios",Caballito,07-2024,Promotor
8939,114434278431,2023-10-11,5,"Muy buena atención por parte del persona, instalaciones grandes y abiertas",Barrio Norte,10-2023,Promotor
8941,114436292603,2023-10-13,5,Me siento cómoda y me encantan las clases de Nancy ,Adrogue,10-2023,Promotor
8942,118649694202,2024-07-17,5,"Es un lugar completo, los profes son lo más!! Muy limpio.",Adrogue,07-2024,Promotor
8947,114552287097,2024-03-13,5,Me encanta el gym,Abasto,03-2024,Promotor
8950,114432349350,2023-10-09,3,Los profes tienen que recorrer mas,Caballito,10-2023,Pasivo
8951,114647499174,2024-07-18,5,Buena relación precio/servicio,Almagro,07-2024,Promotor
8955,114647866478,2024-07-19,4,bueno bonito barato,Caballito,07-2024,Promotor
8956,114652878303,2024-07-26,3,"Lo recomiendo, pero la cantidad de gente en relación con las máquinas es un impedimento para que quieran anotarse. A mí el lugar me gusta, los profes son amables y colaboradores como también el personal de recepción pero la cantidad de máquinas a veces resulta poca e interfiere con la rutina que uno va a realizar. Creo ese es el único punto a mejorar, más máquinas de las que no son de peso libre. ",Cid Campeador,07-2024,Pasivo
8958,114556138273,2024-03-18,3,"Está realmente muy sucio!! Las máquinas rotas, bastante abandonado",Nuñez,03-2024,Pasivo
8959,118440129169,2023-10-10,5,Me gusta el gimnasio ,Nuñez,10-2023,Promotor
8960,118561430980,2024-03-18,4,Buenas opciones de sedes,Almagro,03-2024,Promotor
8962,114432472601,2023-10-09,5,"Variedad de clases, el lugar impecable.",Adrogue,10-2023,Promotor
8963,114432602391,2023-10-09,2,"Con el tiempo se fueron deteriorando las maquinas y no las arreglaron bien. Como por ejemplo las maquinas de remo de fiter rosario que solicité muchas veces que no funcionan bien los ajustes de los pies y jamás vi que lo hayan resuelto. Las maquinas de correr, la mayoría, no funcionan bien las pantallas. Los profes del salon no te prestan atención, no están atentos a lo que están haciendo las personas que vamos, generalmente se encuentran charlando... Y las clases grupales, algunas profes dan la clases sin corregir los errores... La verdad es que no se si voy a continuar cuando termine mi membresía...",Caballito,10-2023,Detractor
